,merchant,category,amt,gender,street,city,state,zip,lat,long,city_pop,job,unix_time,age,month,year,is_fraud
16705,Vervort Funk,grocery_pos,345.96,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,Engineer,1376617243,51,8,2020,1
16706,Bahringer Bergnaum  Quitzon,home,392.42,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,Psychologist,1328636669,57,2,2019,1
16707,Koepp Parker,grocery_pos,244.56,F,742 Sellers Ferry,Lexington,KY,40502,38.0174,-84.4854,296965,Software engineer,1378350314,62,9,2020,1
16708,Mc Dermott Osinski  Morar,home,237.78,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,Engineer,1345419682,32,8,2019,1
16709,Bauch Raynor,grocery_pos,283.02,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1361234498,56,2,2020,1
16710,Conroy Emard,food_dining,8.59,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1354319684,25,11,2019,0
16711,Bartoletti Wunsch,gas_transport,66.64,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1368939738,30,5,2020,0
16712,Murray Smitham,grocery_pos,357.62,F,588 Smith Lights Suite 786,Rosewood,OH,43070,40.2158,-83.9579,133,Professor Emeritus,1358306148,70,1,2020,1
16713,Heller Langosh,gas_transport,22.22,F,0688 Kevin Manor,Clarksville,MO,63336,39.3465,-90.9362,1146,Exercise physiologist,1362644655,95,3,2020,1
16714,Mosciski Gislason  Mertz,grocery_pos,313.56,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,Education officer,1370599799,57,6,2020,1
16715,Schroeder Hauck  Treutel,entertainment,62.15,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing,1372698837,25,7,2020,0
16716,Du Buque LLC,grocery_pos,151.39,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,Therapist,1356088639,73,12,2019,0
16717,Casper H  Zulauf,grocery_pos,312.32,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1334891534,38,4,2019,1
16718,Schulist Ltd,food_dining,44.11,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1366122173,37,4,2020,0
16719,Schmeler Bashirian  Price,shopping_net,915.76,F,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,Presenter,1331157969,70,3,2019,1
16720,Mosciski Gislason  Mertz,grocery_pos,334.54,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1381186778,56,10,2020,1
16721,Erdman Schaden,personal_care,78.61,M,5155 Mary Common Apt. 927,Utica,PA,16362,41.4798,-79.9403,1102,Garment,1386703366,35,12,2020,0
16722,Lemke Gutmann,shopping_net,912.32,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,Development worker,1381965441,65,10,2020,1
16723,Balistreri Nader,misc_pos,2.2,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1349291286,34,10,2019,0
16724,Douglas Du Buque  Mc Kenzie,travel,3.36,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1369401307,66,5,2020,0
16725,Boyer Reichert,shopping_net,9.27,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1387903101,46,12,2020,0
16726,Pacocha Bauch,shopping_pos,1084.53,M,554 Harrell Ferry Suite 533,Brookfield,WI,53045,43.0668,-88.1469,41111,Fitness centre manager,1367966617,84,5,2020,1
16727,Dickinson Rempel,misc_pos,629.85,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1373512949,51,7,2020,1
16728,Roberts Daniel  Macejkovic,kids_pets,68.67,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1340408973,40,6,2019,0
16729,Baumbach Feeney  Morar,shopping_net,981.23,F,644 Deborah Courts,Tulsa,OK,74108,36.1499,-95.7923,413574,Quantity surveyor,1363822803,93,3,2020,1
16730,Kozey Boehm,shopping_net,1016.56,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,Engineer,1337212512,72,5,2019,1
16731,Ruecker Group,misc_net,122.23,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1342083192,49,7,2019,0
16732,Nienow Ankunding  Collier,misc_pos,6.67,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1372889981,40,7,2020,1
16733,Runte Mohr,food_dining,51.53,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,Development worker,1344112139,35,8,2019,0
16734,Moore Dibbert  Koepp,misc_net,1004.44,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1349128846,92,10,2019,1
16735,Reichel Bradtke  Bla,travel,8.95,M,1287 Michael Roads,Washoe Valley,NV,89704,39.2669,-119.8174,4290,Animal nutritionist,1377959871,35,8,2020,0
16736,Berge Ullrich,home,22.53,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1356724983,28,12,2019,0
16737,Swaniawski Nitzsche  Welch,health_fitness,78.71,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,1374007243,52,7,2020,0
16738,Raynor Reinger  Hagenes,gas_transport,40.07,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1347684859,50,9,2019,0
16739,Goodwin Nitzsche,grocery_pos,103.82,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,Librarian,1364901898,60,4,2020,0
16740,Goldner Lemke,entertainment,471.28,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,Librarian,1347415015,54,9,2019,1
16741,Moen Reinger  Murphy,grocery_pos,331.2,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,Research officer,1326617985,36,1,2019,1
16742,Bauch Raynor,grocery_pos,206.98,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1346396955,48,8,2019,0
16743,Klocko LLC,misc_net,710.75,M,919 Miller Isle,Williams,IN,47470,38.7735,-86.6285,1735,Financial adviser,1375399606,34,8,2020,1
16744,Nader Maggio,personal_care,17.25,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,1387323515,58,12,2020,0
16745,Romaguera Cruickshank  Greenholt,shopping_net,969.19,M,0638 Fred Ramp Suite 086,Palmdale,CA,93552,34.5715,-118.0231,171170,Chemical engineer,1379365086,61,9,2020,1
16746,Leffler Goldner,personal_care,67.46,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing,1349715301,45,10,2019,0
16747,Zboncak Rowe  Murazik,shopping_net,821.14,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,Editor,1346796599,29,9,2019,1
16748,Lockman Ltd,grocery_pos,201.15,F,0107 Clements Point,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,1374822083,32,7,2020,0
16749,Nader Heller,misc_net,964.3,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,Teacher,1379023352,56,9,2020,1
16750,Beier LLC,entertainment,94.65,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,1353172603,24,11,2019,0
16751,Tromp Kerluke  Glover,grocery_net,8.59,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1365301157,58,4,2020,1
16752,Wolf Inc,grocery_pos,70.39,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector,1381527312,26,10,2020,0
16753,Jaskolski Vervort,misc_net,390.35,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1364533262,44,3,2020,0
16754,Rempel Inc,shopping_net,968.46,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1329084654,28,2,2019,1
16755,Bahringer Bergnaum  Quitzon,home,418.14,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1377301054,58,8,2020,1
16756,Koepp Parker,grocery_pos,33.08,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1357541155,51,1,2020,0
16757,Langworth Boehm  Gulgowski,shopping_net,977.7,M,0984 Amanda Corners Apt. 297,Clearwater,FL,33762,27.8942,-82.6746,172247,Chief Marketing Officer,1366841370,83,4,2020,1
16758,Koss  Sons,gas_transport,73.54,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1367628406,56,5,2020,0
16759,Waelchi Wolf,kids_pets,18.29,F,81708 Christopher Plaza,Jordanville,NY,13361,42.8948,-74.8209,824,Travel agency manager,1350686717,39,10,2019,1
16760,Auer Mosciski,grocery_pos,336.11,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1343341117,59,7,2019,1
16761,Volkman Ltd,misc_net,1.84,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,Doctor,1366177444,44,4,2020,0
16762,Bailey Morar,grocery_pos,347.36,F,019 Kimberly Light Apt. 039,Kings Bay,GA,31547,30.7906,-81.5607,1293,Naval architect,1364163727,61,3,2020,1
16763,Kilback  Sons,entertainment,36.79,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,Engineer,1386088865,27,12,2020,0
16764,Ruecker Mayert,kids_pets,55.32,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1348788607,38,9,2019,0
16765,Bogisich Weimann,kids_pets,24.62,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1377098994,78,8,2020,0
16766,Schultz Simonis  Little,grocery_pos,287.65,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1386552173,25,12,2020,1
16767,Baumbach Strosin  Nicolas,shopping_pos,1.49,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning,1374389063,95,7,2020,0
16768,Botsford PLC,home,207.48,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,Radiographer,1344383880,32,8,2019,1
16769,Hagenes Kohler  Hoppe,food_dining,4.42,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film,1353962158,35,11,2019,0
16770,Kerluke Inc,misc_net,759.4,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television,1350084892,68,10,2019,1
16771,Greenholt Ltd,health_fitness,18.75,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,1351636571,38,10,2019,1
16772,Nolan Williamson,kids_pets,126.97,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,1365879943,20,4,2020,0
16773,Doyle Ltd,grocery_pos,312.09,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,Scientist,1340384687,62,6,2019,1
16774,Doyle Ltd,grocery_pos,317.68,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1368843889,58,5,2020,1
16775,Schultz Simonis  Little,grocery_pos,325.98,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,Producer,1331339850,66,3,2019,1
16776,Brown PLC,misc_net,2.69,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1374313838,57,7,2020,0
16777,Olson Becker  Koch,gas_transport,11.34,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1347332105,46,9,2019,1
16778,Abbott Rogahn,entertainment,489.67,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,Scientist,1381702365,52,10,2020,1
16779,Botsford Ltd,shopping_pos,802.49,M,93121 Zavala Extensions,Madisonville,LA,70447,30.4287,-90.1773,10150,Commercial horticulturist,1328312143,81,2,2019,1
16780,Reichert Shanahan  Hayes,shopping_net,70.01,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,97375,44.9897,-122.6187,1252,Engineer,1364015807,87,3,2020,0
16781,Cole Hills  Jewess,home,29.92,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1373718010,48,7,2020,0
16782,Howe Ltd,misc_pos,8.83,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,Teacher,1354606454,82,12,2019,0
16783,Abernathy  Sons,food_dining,12.9,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1372620228,58,6,2020,0
16784,Moore Dibbert  Koepp,misc_net,729.29,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1356911999,46,12,2019,1
16785,Reichert Rowe  Mraz,shopping_net,1100.02,M,741 Adams Knolls,Grenola,KS,67346,37.3668,-96.4396,372,Copywriter,1366411193,27,4,2020,1
16786,Kuphal Bartoletti,misc_net,880.19,M,62931 Ralph Court,Lakeland,FL,33813,27.9611,-81.9398,237282,Radiographer,1345247288,63,8,2019,1
16787,Du Buque LLC,grocery_pos,326.71,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,1342928071,62,7,2019,1
16788,Swift PLC,kids_pets,94.99,F,7107 Henderson Station,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,1387308638,88,12,2020,0
16789,Dicki Ltd,grocery_net,33.89,M,9670 Monroe Junctions,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,1342612287,48,7,2019,0
16790,Towne Greenholt  Koepp,shopping_net,1.67,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,Engineer,1384851182,89,11,2020,0
16791,Murray Ltd,grocery_net,48.68,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,Administrator,1386922630,38,12,2020,0
16792,Dare Marvin,entertainment,457.21,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1360627941,53,2,2020,1
16793,Little Gutmann  Lynch,shopping_net,924.0,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,1337553007,39,5,2019,1
16794,Hudson Ratke,grocery_pos,286.88,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist,1377603799,47,8,2020,1
16795,Harris Group,food_dining,52.37,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1333198964,50,3,2019,0
16796,Von Rueden Group,grocery_net,28.04,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing,1370757628,25,6,2020,0
16797,Spencer PLC,entertainment,2.61,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1357979409,91,1,2020,0
16798,Runte Mohr,food_dining,116.33,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1357424195,54,1,2020,1
16799,Stiedemann Ltd,food_dining,88.08,M,26615 Nelson Lane,Moores Hill,IN,47032,39.0945,-85.0638,3289,Sub,1373439449,55,7,2020,0
16800,Nienow PLC,entertainment,55.53,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1385746659,71,11,2020,0
16801,Beier Hyatt,shopping_pos,4.47,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1331755588,27,3,2019,0
16802,Smitham Boehm,grocery_net,51.95,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product,1338519751,51,6,2019,0
16803,Friesen D'Amore,gas_transport,6.67,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,1387068652,67,12,2020,1
16804,Corwin Collins,gas_transport,18.54,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist,1386294900,62,12,2020,1
16805,Powlowski Weimann,food_dining,36.37,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1334948014,45,4,2019,0
16806,Medhurst PLC,shopping_net,4.65,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,Scientist,1359281758,55,1,2020,0
16807,Rau  Sons,grocery_pos,94.2,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1348221251,36,9,2019,0
16808,Stamm Witting,shopping_net,965.77,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1355782785,34,12,2019,1
16809,Wiza Schaden  Stark,misc_pos,7.3,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1330389828,31,2,2019,1
16810,Baumbach Strosin  Nicolas,shopping_pos,830.72,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,Administrator,1325803095,85,1,2019,1
16811,Hackett Lueilwitz,grocery_pos,306.7,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1337476959,36,5,2019,1
16812,Weber Thiel  Hammes,kids_pets,21.22,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,Research officer,1375912963,48,8,2020,1
16813,Cummerata Hilpert,entertainment,1.44,M,1287 Michael Roads,Washoe Valley,NV,89704,39.2669,-119.8174,4290,Animal nutritionist,1354982371,35,12,2019,0
16814,Gislason Group,travel,3.6,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector,1387459030,29,12,2020,0
16815,Crona  Sons,kids_pets,17.13,F,54220 April Union Suite 403,Riverview,MI,48193,42.1782,-83.2461,15623,Writer,1368140601,31,5,2020,1
16816,Johnson Runolfsdottir  Mayer,misc_net,735.87,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,Engineer,1345434196,32,8,2019,1
16817,Cole PLC,grocery_pos,309.2,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1359603820,87,1,2020,1
16818,Goldner Lemke,entertainment,85.18,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1370294122,30,6,2020,0
16819,Rippin Kub  Mann,misc_net,2.19,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1374736586,57,7,2020,0
16820,Stanton Jakubowski  Baumbach,shopping_net,1.59,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1344942997,64,8,2019,0
16821,Hermann Gaylord,misc_pos,33.21,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1378970547,38,9,2020,0
16822,Kerluke Kertzmann  Wiza,misc_net,658.54,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1327793431,85,1,2019,1
16823,Corwin Gorczany,misc_net,866.57,M,145 Jeffrey Key Suite 668,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning,1336428457,48,5,2019,1
16824,Erdman Schaden,personal_care,31.21,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1344882673,47,8,2019,0
16825,Cole PLC,grocery_pos,79.63,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector,1329469128,64,2,2019,0
16826,Boyer PLC,misc_pos,34.95,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,Pharmacist,1342698210,31,7,2019,0
16827,Kozey Kuhlman,personal_care,32.65,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,1334342360,30,4,2019,0
16828,Emard Inc,gas_transport,58.92,F,755 Gardner Heights Apt. 420,Paxton,MA,1612,42.3066,-71.9202,4845,Accounting technician,1350117129,98,10,2019,0
16829,Stokes Christiansen  Sipes,grocery_net,56.74,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1367886261,45,5,2020,0
16830,Kuhn LLC,misc_net,840.01,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1368233373,46,5,2020,1
16831,Kuhn LLC,shopping_pos,814.54,M,646 Louis Fort Apt. 665,North Las Vegas,NV,89084,36.2815,-115.1482,214518,Catering manager,1356962764,64,12,2019,1
16832,Grimes LLC,entertainment,77.85,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1342036655,38,7,2019,0
16833,Deckow Dare,food_dining,111.46,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1350515901,60,10,2019,1
16834,Kihn Abernathy  Douglas,shopping_net,860.8,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1326666983,68,1,2019,1
16835,Gislason Group,travel,6.08,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1337084650,58,5,2019,0
16836,Tillman Dickinson  Labadie,gas_transport,21.2,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,1342924483,62,7,2019,1
16837,Schumm Bauch  Ondricka,grocery_pos,319.53,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1372389832,55,6,2020,1
16838,Huel Ltd,misc_net,714.25,M,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,1381892484,48,10,2020,1
16839,Heathcote LLC,shopping_net,853.03,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1338774463,52,6,2019,1
16840,Ullrich Ltd,kids_pets,8.54,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1354884073,50,12,2019,0
16841,Beer Jast,kids_pets,43.55,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1360539956,69,2,2020,0
16842,Kuhic LLC,shopping_net,7.75,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1354796686,46,12,2019,0
16843,Halvorson Group,misc_pos,9.3,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1381270326,57,10,2020,1
16844,Schroeder Group,health_fitness,40.51,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1383860690,39,11,2020,0
16845,Dibbert  Sons,entertainment,65.43,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1336579608,47,5,2019,0
16846,Kovacek Dibbert  Ondricka,grocery_pos,288.95,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary,1340767593,46,6,2019,1
16847,Adams Barrows,health_fitness,22.17,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,1354388394,40,12,2019,0
16848,Will Ltd,food_dining,63.97,F,425 Caleb Point Apt. 050,San Diego,CA,92128,33.0067,-117.069,1241364,Pharmacist,1349224115,64,10,2019,0
16849,Roberts Beahan,misc_pos,837.95,F,337 Michael Harbors Suite 722,Michigan,ND,58259,48.0204,-98.1186,454,Producer,1332123368,52,3,2019,1
16850,Abbott Rogahn,entertainment,474.24,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1328050819,35,1,2019,1
16851,Medhurst PLC,shopping_net,1033.92,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1345241565,79,8,2019,1
16852,Schmitt Ltd,misc_net,882.7,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1345398058,86,8,2019,1
16853,Heathcote Yost  Kertzmann,shopping_net,1076.63,F,87198 Macias Drive Suite 389,Loving,NM,88256,32.274,-104.0914,1925,Educational psychologist,1377381866,72,8,2020,1
16854,Reichel LLC,personal_care,2.77,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1371497747,38,6,2020,0
16855,Koepp Parker,grocery_pos,316.82,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1355023401,52,12,2019,1
16856,Kuhic LLC,shopping_net,1189.69,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1327704806,32,1,2019,1
16857,Williamson LLC,misc_pos,33.21,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1361524412,40,2,2020,0
16858,Schultz Simonis  Little,grocery_pos,307.7,F,5205 Annette Islands Apt. 043,Hubbell,NE,68375,40.0456,-97.4735,121,Set designer,1330219971,28,2,2019,1
16859,Runolfsdottir Mueller  H,entertainment,1.63,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,Doctor,1371968444,72,6,2020,0
16860,Jast  Sons,food_dining,136.14,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1339457196,34,6,2019,1
16861,Bednar PLC,kids_pets,52.27,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1371334772,52,6,2020,0
16862,Kling Inc,gas_transport,9.51,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1386473492,37,12,2020,1
16863,Conroy Ltd,shopping_pos,907.83,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,Engineer,1385470992,56,11,2020,1
16864,Streich Dietrich  Barton,shopping_net,1018.93,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1339379988,39,6,2019,1
16865,Huel Hammes  Witting,grocery_pos,339.79,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,1347247692,45,9,2019,1
16866,Heathcote Yost  Kertzmann,shopping_net,1155.37,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,1386561267,53,12,2020,1
16867,Kilback LLC,food_dining,19.53,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1364509504,25,3,2020,0
16868,Spinka Welch,grocery_net,56.41,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1354764879,37,12,2019,0
